tickTime 981 ms 5
gateway call 0
500000 	 490500
1000000 	 981000
1500000 	 1471500
2000000 	 1962000
2500000 	 2452500
3000000 	 2943000
3500000 	 3433500
4000000 	 3924000
4500000 	 4414500
5000000 	 4905000
5500000 	 5395500
6000000 	 5886000
6500000 	 6376500
7000000 	 6867000
7500000 	 7357500
8000000 	 7848000
8500000 	 8338500
9000000 	 8829000
9500000 	 9319500
10000000 	 9810000
10500000 	 10300500
11000000 	 10791000
11500000 	 11281500
12000000 	 11772000
12500000 	 12262500
13000000 	 12753000
13500000 	 13243500
14000000 	 13734000
14500000 	 14224500
15000000 	 14715000
15500000 	 15205500
16000000 	 15696000
16500000 	 16186500
17000000 	 16677000
17500000 	 17167500
18000000 	 17658000
18500000 	 18148500
19000000 	 18639000
19500000 	 19129500
20000000 	 19620000
20500000 	 20110500
21000000 	 20601000
21500000 	 21091500
22000000 	 21582000
22500000 	 22072500
23000000 	 22563000
23500000 	 23053500
24000000 	 23544000
24500000 	 24034500
25000000 	 24525000
25500000 	 25015500
26000000 	 25506000
26500000 	 25996500
27000000 	 26487000
27500000 	 26977500
28000000 	 27468000
28500000 	 27958500
29000000 	 28449000
29500000 	 28939500
30000000 	 29430000
30500000 	 29920500
31000000 	 30411000
31500000 	 30901500
32000000 	 31392000
32500000 	 31882500
33000000 	 32373000
33500000 	 32863500
34000000 	 33354000
34500000 	 33844500
35000000 	 34335000
35500000 	 34825500
36000000 	 35316000
36500000 	 35806500
37000000 	 36297000
37500000 	 36787500
38000000 	 37278000
38500000 	 37768500
39000000 	 38259000
39500000 	 38749500
40000000 	 39240000
40500000 	 39730500
41000000 	 40221000
41500000 	 40711500
42000000 	 41202000
42500000 	 41692500
43000000 	 42183000
43500000 	 42673500
44000000 	 43164000
44500000 	 43654500
45000000 	 44145000
45500000 	 44635500
46000000 	 45126000
46500000 	 45616500
47000000 	 46107000
47500000 	 46597500
48000000 	 47088000
48500000 	 47578500
49000000 	 48069000
49500000 	 48559500
50000000 	 49050000
50500000 	 49540500
51000000 	 50031000
51500000 	 50521500
52000000 	 51012000
52500000 	 51502500
53000000 	 51993000
53500000 	 52483500
54000000 	 52974000
54500000 	 53464500
55000000 	 53955000
55500000 	 54445500
56000000 	 54936000
56500000 	 55426500
57000000 	 55917000
57500000 	 56407500
58000000 	 56898000
58500000 	 57388500
59000000 	 57879000
59500000 	 58369500
60000000 	 58860000
60500000 	 59350500
61000000 	 59841000
61500000 	 60331500
62000000 	 60822000
62500000 	 61312500
63000000 	 61803000
63500000 	 62293500
64000000 	 62784000
64500000 	 63274500
65000000 	 63765000
65500000 	 64255500
66000000 	 64746000
66500000 	 65236500
67000000 	 65727000
67500000 	 66217500
68000000 	 66708000
68500000 	 67198500
69000000 	 67689000
69500000 	 68179500
70000000 	 68670000
70500000 	 69160500
71000000 	 69651000
71500000 	 70141500
72000000 	 70632000
72500000 	 71122500
73000000 	 71613000
73500000 	 72103500
74000000 	 72594000
74500000 	 73084500
75000000 	 73575000
75500000 	 74065500
76000000 	 74556000
76500000 	 75046500
77000000 	 75537000
77500000 	 76027500
78000000 	 76518000
78500000 	 77008500
79000000 	 77499000
79500000 	 77989500
80000000 	 78480000
80500000 	 78970500
81000000 	 79461000
81500000 	 79951500
82000000 	 80442000
82500000 	 80932500
83000000 	 81423000
83500000 	 81913500
84000000 	 82404000
84500000 	 82894500
85000000 	 83385000
85500000 	 83875500
86000000 	 84366000
86500000 	 84856500
87000000 	 85347000
87500000 	 85837500
88000000 	 86328000
88500000 	 86818500
89000000 	 87309000
89500000 	 87799500
90000000 	 88290000
90500000 	 88780500
91000000 	 89271000
91500000 	 89761500
92000000 	 90252000
92500000 	 90742500
93000000 	 91233000
93500000 	 91723500
94000000 	 92214000
94500000 	 92704500
95000000 	 93195000
95500000 	 93685500
96000000 	 94176000
96500000 	 94666500
97000000 	 95157000
97500000 	 95647500
98000000 	 96138000
98500000 	 96628500
99000000 	 97119000
99500000 	 97609500
100000000 	 98100000
100500000 	 98590500
101000000 	 99081000
101500000 	 99571500
Generated and successfully compiled proxy!
