15100	123898082	111877935	11129617	187872799
15200	373396403	964513088	14720054	537407111
15300	126149746	81475288	11235615	764256567
15400	745991326	185997991	11343631	686906348
15500	829703800	263734529	11423074	9642023
15600	642712339	412802383	11379170	535116427
15700	572945798	361158244	11686580	218734876
15800	251539968	547896492	11852159	967456659
15900	18724393	546682325	11734954	719777980
16000	460870749	751060221	11832661	493757434
16100	640935637	16520919	11897039	819734552
16200	518469607	737801895	12084112	205929065
16300	351992116	953306403	14993668	314350408
16400	81308731	162110655	12104119	908482267
16500	889897497	131406977	13441654	794316035
16600	641786243	684677538	12248029	699376384
16700	816175330	322190425	12416968	222684807
16800	480250755	427266675	12656262	827837629
16900	825155926	578070469	12577165	275265616
17000	189496028	694352322	12645184	669328726
17100	71746910	769071605	12575969	661330632
17200	169693790	728878533	12979598	655358449
17300	285366460	17387047	16624926	354017454
17400	476469453	92403656	12958541	920160794
17500	179349741	93683588	12941077	193812694
17600	408437777	703288273	12991440	227685165
17700	96425747	337474416	13050740	978590228
17800	281723500	529198284	13152242	627831537
17900	968625834	665135543	16544656	521479687
18000	118692370	852848222	13322044	123991209
18100	788038938	270277897	13425444	294600714
18200	197691590	967648259	13456835	239969804
18300	550349174	115582425	18870687	80367842
18400	428225336	206001299	16973509	470231653
18500	465394591	251942672	13762219	707674540
18600	452404846	799845382	13851181	16215682
18700	118256276	458841985	13765553	409101822
18800	826603213	645273721	13824008	975214106
18900	322199618	510825123	17920931	672455099
19000	555858010	970574783	17836966	375233260
19100	492358686	291428327	13924242	120478572
19200	937485709	967198977	14208285	762337682
19300	275344256	111897982	14259623	168875880
19400	985628893	278223666	18051889	642107434
19500	898628614	506223956	18264385	13075561
19600	136801781	90845880	18313844	575225301
19700	523669489	22307873	14556460	35950917
19800	973106120	860638551	14586109	36280136
19900	545226929	296619794	14711698	24561996
20000	487475066	49555172	14768705	728651253
20100	673322441	484891746	14629292	823244774
20200	56310927	261468496	15197194	115025196
20300	968755034	457940571	15110529	606690057
20400	351897372	643770864	15102658	109506153
20500	136802926	701599297	15260001	937847481
20600	400253435	628457152	15060590	671178908
20700	490139101	804887806	15067522	916985180
20800	938281991	290877071	15491654	640638939
20900	990886865	877573173	15323479	611905365
21000	189635089	642893969	15642165	775788723
21100	111806307	699917925	20413320	747609074
21200	41462755	103123281	19859084	425090364
21300	696473104	732029241	15961955	766407239
21400	443716495	130505666	15902393	439524198
21500	734172679	54926523	16048134	624905445
21600	159316227	807908188	16216479	856560754
21700	338431343	39955527	16118514	719836713
21800	261069039	483597508	16006386	246793860
21900	721602906	79117542	16253446	577069422
22000	33189569	945957290	16296221	732899962
22100	750245519	140013455	16485573	97396937
22200	569038161	68209434	16458065	551397614
22300	133694073	437324549	16573236	793756601
22400	379674645	350598996	16757484	597847792
22500	822078989	650300973	21139520	576393508
22600	5264305	493568748	16338901	417150772
22700	551929236	920372106	17001913	260569703
22800	383594233	91550635	21334896	765928802
22900	928544016	908482956	21612919	369691628
23000	216354190	371725236	17207414	44661888
23100	190359389	314234903	17163252	614850424
23200	964102012	495890921	17459568	395418145
23300	994114537	896321848	21846768	575705626
23400	653429741	266019217	17411557	25445461
23500	271451776	8215703	17866200	424243072
23600	153959941	53845044	17624582	637738485
23700	832464642	573770889	22502469	47794470
23800	853704824	853755498	17825533	741349606
23900	192234526	284948877	17574356	388053096
24000	849810129	54107268	22504869	631990112
24100	452995571	72138921	18066153	373614310
24200	151133854	122356824	18165602	371811684
24300	390779037	342482169	18208598	660836589
24400	868387798	858845714	23755625	608047892
24500	37513538	653458005	18331822	390398897
24600	376876321	458370504	18187424	508099982
24700	972175326	896157895	22990946	260812366
24800	809789757	498498797	23279289	181966450
24900	170276175	537797002	23428407	351033226
25000	162415930	569140412	23403175	791637883
25100	61411559	734352876	18651327	407702817
25200	161286707	868564846	19050065	914263732
25300	715423018	185970725	20346356	147484925
25400	683873761	807162063	18996161	623856486
25500	182022226	60297845	24022014	864919175
25600	954085122	143042478	25091486	330724196
25700	480510571	519675349	23996198	691297221
25800	58236977	249665073	19299481	256163492
25900	173165224	908986593	24099721	170348034
26000	599570771	30386581	19285525	562813080
26100	935321045	417848563	24567189	998063355
26200	75910561	10954776	24716243	214406399
26300	184102735	645012895	18855137	693564730
26400	190784177	643260516	24853845	193614733
26500	375863478	912112627	19508576	560397280
26600	758562180	12041812	19763555	536748454
26700	262419757	754867274	25254598	611488986
26800	648788627	693322856	25417996	825933469
26900	473735516	653382427	25701861	164379685
27000	338167021	748675655	25689299	733705722
27100	769583033	977315695	20377554	432904859
27200	934455030	985465638	20517153	598689309
27300	884118908	416448205	25183935	19011414
27400	972595026	610914038	25532935	133659771
27500	783480230	290454625	25413558	765570828
27600	541082836	279521656	20274167	415994911
27700	90349432	483961798	20472344	40033181
27800	673724136	246322784	20739703	246057503
27900	972203527	870143616	25572746	315765903
28000	121952035	719357266	20467618	49628699
28100	499048514	819695171	20467684	672582563
28200	497993967	365458743	20853827	425683003
28300	369137263	475188089	26345221	738807051
28400	696329361	101448776	20884032	636640604
28500	204127356	595895243	27070957	111063702
28600	229379716	417350190	20719430	816115033
28700	349413797	773681344	20843477	35511689
28800	677158008	527952540	27297633	533810015
28900	733976907	482123511	27295753	329451885
29000	751760342	486081963	21425596	644609985
29100	914102726	389728831	21370106	330092704
29200	214692560	711788219	27298301	119411623
29300	131113855	488541635	21916610	88517628
29400	245303787	800459368	21755144	15073303
29500	947090642	373212612	21960529	871110394
29600	455657841	673080200	21696241	918756243
29700	723136422	555911092	21733154	359716620
29800	943990030	791555684	21915651	681324670
29900	655374571	261447520	28057350	409386215
30000	779590487	560910330	28290273	163158856
30100	51326912	144738515	28025646	933908822
30200	902700742	438232740	22665275	540246586
30300	434572541	607481685	22851175	499343007
30400	305333778	214221885	28597598	185305269
30500	158852833	991960035	28829950	566321824
30600	101620772	136991600	22295580	17637444
30700	933588696	396567439	23067364	376217882
30800	442882092	49263248	29928460	562157784
30900	125525693	878306762	28898097	875741561
31000	159140812	568171165	22913808	377698688
31100	23301821	796857709	22567356	520115049
31200	310750229	821355790	23130076	92002815
31300	336514539	467928359	29546081	568990523
31400	928103580	25468661	23628131	80608476
31500	660363308	741614565	23898872	686965166
31600	461470705	260928999	23695219	424307581
31700	191536017	465163936	23318321	279932841
31800	947597887	340302327	29414044	217833983
31900	62544041	862874417	23896901	571648120
32000	347757137	237606108	23966988	866733998
32100	196715927	704625020	29756706	633185291
32200	313251965	691705606	23745125	176826094
32300	698753421	642153503	24253386	807853490
32400	389506250	751491123	24223006	998873296
32500	469572751	936082831	23971485	338490796
32600	375277833	991584858	31376381	314660117
32700	788745319	798065673	30659742	703356074
